$N_1$	$N_2$	$N_3$	$N_4$	$N_5$	$N_6$	$N_7$	$N_8$	$N_9$	$N_{10}$	$N_{11}$	$N_{12}$	$N_{13}$	$N_{14}$	$N_{15}$	$N_{16}$	$N_{17}$	$N_{18}$	$N_{19}$	$N_{20}$	$l,\ cm$
339	343	329	336	339	342	351	343	339	347	339	341	349	337	341	342	339	339	341	345	\infty
